Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
TELENET GROUP;BE0003826436;TNET;Euronext Brussels;EUR;39;39.56;38.96;39.36;16/12/2019;CET;127852;5031874.64
TELEPERFORMANCE;FR0000051807;TEP;Euronext Paris;EUR;210.8;216.6;210.6;215.6;16/12/2019;CET;128349;27587501.6
TELEVERBIER;CH0008175645;TVRB;Euronext Paris;EUR;45.2;45.2;42.6;42.6;06/12/2019;CET;4;178.2
TELEVISTA;FR0011076595;MLVST;Euronext Access Paris;EUR;5.75;5.75;5.75;5.75;01/07/2019;CET;22;126.5
TER BEKE;BE0003573814;TERB;Euronext Brussels;EUR;105;107.5;103;107;16/12/2019;CET;2171;228393
TESCO PLC;GB0008847096;TCO;Euronext Dublin;EUR;-;-;-;-;-;UTC;-;-
TESSENDERLO;BE0003555639;TESB;Euronext Brussels;EUR;31.6;31.75;31.5;31.55;16/12/2019;CET;10452;330131.2
TESSI;FR0004529147;TES;Euronext Paris;EUR;133.5;134;133.5;134;16/12/2019;CET;3;401.5
TETRAGON FIN GRP;GG00B1RMC548;TFG;Euronext Amsterdam;USD;12.35;12.4;12.25;12.35;16/12/2019;CET;166456;2055018.4
TETRYS;BE0003886067;TET;Euronext Expert Market;EUR;3;3;3;3;02/10/2013;CET;435;1305
TEXAF;BE0974263924;TEXF;Euronext Brussels;EUR;36.4;36.4;36;36.4;16/12/2019;CET;550;19976
TF1;FR0000054900;TFI;Euronext Paris;EUR;7.67;7.67;7.58;7.64;16/12/2019;CET;176901;1350178.455
TFF GROUP;FR0013295789;TFF;Euronext Paris;EUR;36.7;37.2;36.4;36.4;16/12/2019;CET;2574;94804.1
THALES;FR0000121329;HO;Euronext Paris;EUR;86.84;90.18;86.8;89.44;16/12/2019;CET;644298;57476927.82
THE BLOCKCHAIN GP;FR0011053636;ALTBG;Euronext Growth Paris;EUR;0.286;0.29;0.28;0.287;16/12/2019;CET;116757;33183.577
THE NAVIGATOR COMP;PTPTI0AM0006;NVG;Euronext Lisbon;EUR;3.622;3.65;3.598;3.64;17/12/2019;BST;698004;2533531.55
THERACLION;FR0010120402;ALTHE;Euronext Growth Paris;EUR;1.535;1.535;1.52;1.52;16/12/2019;CET;2023;3091.705
THERADIAG;FR0004197747;ALTER;Euronext Growth Paris;EUR;1.07;1.095;0.99;1.04;16/12/2019;CET;60317;62747.665
THERANEXUS;FR0013286259;ALTHX;Euronext Growth Paris;EUR;3.3;3.55;3;3.19;16/12/2019;CET;69209;227378.19
THERMADOR GROUPE;FR0013333432;THEP;Euronext Paris;EUR;53.4;53.8;53.4;53.8;16/12/2019;CET;904;48542.2
THUNDERBIRD;VGG885761061;TBIRD;Euronext Amsterdam;USD;0.08;0.086;0.08;0.086;16/12/2019;CET;4300;368
TIE KINETIX;NL0010389508;TIE;Euronext Amsterdam;EUR;8.4;8.4;8.4;8.4;16/12/2019;CET;10;84
TIKEHAU CAPITAL;FR0013230612;TKO;Euronext Paris;EUR;23.2;23.2;22.8;22.8;16/12/2019;CET;19037;437703
TINC;BE0974282148;TINC;Euronext Brussels;EUR;13.45;13.5;13.3;13.4;16/12/2019;CET;46222;619965.35
TIPIAK;FR0000066482;TIPI;Euronext Paris;EUR;64;64;64;64;16/12/2019;CET;96;6144
TISCALI;IT0004513666;TISN;Traded not listed Brussels;EUR;0.01;0.01;0.01;0.01;13/12/2019;CET;674;6.74
TISSAGES BRUGGEMAN;BE0036061746;-;Euronext Expert Market;EUR;39.07;39.07;39.07;39.07;29/09/2015;CET;33;1289.31
TITAN CEMENT;BE0974338700;TITC;Euronext Brussels, Paris;EUR;18.3;18.68;18.3;18.44;16/12/2019;CET;20488;380321.32
TIVOLY;FR0000060949;TVLY;Euronext Paris;EUR;20.8;20.8;20.6;20.6;16/12/2019;CET;296;6140.6
TKH GROUP;NL0000852523;TWEKA;Euronext Amsterdam;EUR;48.66;49.5;48.66;49.5;16/12/2019;CET;56690;2795268.38
TOMTOM;NL0013332471;TOM2;Euronext Amsterdam;EUR;9.417;9.561;9.414;9.424;16/12/2019;CET;276794;2616389.113
TOOLUX SANDING;LU0394945660;ALTLX;Euronext Growth Paris;EUR;1.6;1.6;1.6;1.6;25/03/2015;CET;1650;2640
TOQUEBLANCHEMONDE;FR0011668821;MLTBM;Euronext Access Paris;EUR;4.2;4.2;4.2;4.2;01/10/2019;CET;50;210
TOTAL;FR0000120271;FP;Euronext Paris, Brussels;EUR;47.8;48.5;47.75;48.28;16/12/2019;CET;4413533;212388631.68
TOTAL GABON;GA0000121459;EC;Euronext Paris;EUR;132;134;132;134;16/12/2019;CET;1764;235583.5
TOTAL PRODUCE PLC;IE00B1HDWM43;T7O;Euronext Growth Dublin;EUR;1.424;1.43;1.356;1.4;16/12/2019;UTC;18228078;25248088.448
TOUAX;FR0000033003;TOUP;Euronext Paris;EUR;5.2;5.2;5.1;5.1;16/12/2019;CET;3230;16632.58
TOUPARGEL GROUPE;FR0000039240;TOU;Euronext Paris;EUR;0.68;0.68;0.6;0.64;21/10/2019;CET;60040;37905.16
TOUR EIFFEL;FR0000036816;EIFF;Euronext Paris;EUR;39.6;39.6;39.2;39.2;16/12/2019;CET;2722;107067.5
TOUTABO;FR0010621722;MLABO;Euronext Access Paris;EUR;1.1;1.1;1.1;1.1;04/06/2019;CET;1;1.1
TOYOTA CAETANO;PTSCT0AP0018;SCT;Euronext Lisbon;EUR;3.34;3.34;3.34;3.34;17/12/2019;BST;11054;36920.36
TPF CONTRACTING;BE0024981525;-;Euronext Expert Market;EUR;89.1;89.1;89.1;89.1;05/06/2018;CET;15;1336.5
TPSH;FR0011040690;MLPSH;Euronext Access Paris;EUR;0.191;0.191;0.191;0.191;17/12/2018;CET;3070;586.37
TRAMWAYS DE ROUEN;FR0000031866;MLTRA;Euronext Access Paris;EUR;2680;2680;2680;2680;28/11/2019;CET;1;2680
TRANSGENE;FR0005175080;TNG;Euronext Paris;EUR;1.626;1.648;1.572;1.602;16/12/2019;CET;168068;270151.452
TRAQUEUR;FR0004043487;ALTRA;Euronext Growth Paris;EUR;1.7;1.7;1.7;1.7;16/12/2019;CET;9928;16877.6
TRIGANO;FR0005691656;TRI;Euronext Paris;EUR;96.1;97.35;95.85;95.85;16/12/2019;CET;14225;1371164.25
TRILOGIQ;FR0010397901;ALTRI;Euronext Growth Paris;EUR;4.26;4.28;4.26;4.28;13/12/2019;CET;145;620.58
TROC ILE;FR0000031106;MLTRO;Euronext Access Paris;EUR;4.76;4.76;4.76;4.76;10/12/2019;CET;40;190.4
TROIS CHENES;FR0000076481;MLTRC;Euronext Access Paris;EUR;13.6;13.6;13.6;13.6;09/12/2019;CET;16;217.6
TRONICS;FR0004175099;ALTRO;Euronext Growth Paris;EUR;6.05;6.05;6.05;6.05;13/12/2019;CET;65;393.25
TTI;FR0010383877;ALTTI;Euronext Growth Paris;EUR;1.8;1.8;1.8;1.8;16/12/2019;CET;60;108
TUBIZE (ATTR);BE0099967573;TUBAT;Euronext Expert Market;EUR;0.41;0.41;0.41;0.41;08/10/2019;CET;15;6.15
TUBIZE-FIN;BE0003823409;TUB;Euronext Brussels;EUR;62.9;64;61.9;63.5;16/12/2019;CET;14263;900793.2
TULLOW OIL PLC;GB0001500809;TQW;Euronext Dublin;EUR;1.5;1.5;1.5;1.5;11/12/2019;UTC;60;90
TXCOM;FR0010654087;ALTXC;Euronext Growth Paris;EUR;7.8;7.8;7.8;7.8;13/12/2019;CET;47;366.6
U&I LEARNING;BE0003847648;UNI;Euronext Access Brussels;EUR;1.75;1.75;1.75;1.75;29/11/2019;CET;800;1400
U10;FR0000079147;ALU10;Euronext Growth Paris;EUR;1.9;1.9;1.77;1.825;16/12/2019;CET;27547;50728.195
UBISOFT ENTERTAIN;FR0000054470;UBI;Euronext Paris;EUR;60.86;61.92;60.72;61.42;16/12/2019;CET;484080;29707966.8
UCAR;FR0011070457;ALUCR;Euronext Growth Paris;EUR;15.4;15.4;15.4;15.4;16/12/2019;CET;1;15.4
UCARE SERVICES BEL;BE0003838555;PNSB;Euronext Access Brussels;EUR;1;1;1;1;11/12/2019;CET;31;31
UCB;BE0003739530;UCB;Euronext Brussels;EUR;72.1;73.06;72;72.78;16/12/2019;CET;320355;23285341.92
UMALIS GROUP;FR0011776889;MLUMG;Euronext Access Paris;EUR;2.84;2.84;2.84;2.84;12/12/2019;CET;500;1420
UMANIS;FR0013263878;ALUMS;Euronext Growth Paris;EUR;5.94;5.94;5.7;5.84;16/12/2019;CET;5931;34595.82
UMICORE;BE0974320526;UMI;Euronext Brussels;EUR;42.79;43.15;42.36;42.6;16/12/2019;CET;508366;21708931.25
UN TOIT POUR TOI;FR0013180189;MLUTP;Euronext Access Paris;EUR;9;9;9;9;13/11/2019;CET;10;90
UNI.METALG.HT-SEI.;FR0005783503;MLUMH;Euronext Access Paris;EUR;39;39;39;39;13/12/2019;CET;2;78
UNIBAIL-RODAMCO-WE;FR0013326246;URW;Euronext Amsterdam, Paris;EUR;139;139.6;138.3;139.4;16/12/2019;CET;358258;49795688.75
UNIBEL;FR0000054215;UNBL;Euronext Paris;EUR;570;575;570;575;11/12/2019;CET;30;17170
UNILEVER;NL0000388619;UNA;Euronext Amsterdam;EUR;54.5;55.19;54.32;54.99;16/12/2019;CET;3580707;196282894.25
UNION FIN.FRANCE;FR0000034548;UFF;Euronext Paris;EUR;20;20.2;20;20.1;16/12/2019;CET;4136;82911.45
UNION PAC CORP;US9078181081;UNPA;Traded not listed Brussels;USD;104.55;104.55;104.55;104.55;22/12/2016;CET;78;8154.9
UNION TECH.INFOR.;FR0000074197;FPG;Euronext Paris;EUR;0.465;0.465;0.459;0.46;16/12/2019;CET;3521;1618.685
UNIPHAR PLC;IE00BJ5FQX74;UPR;Euronext Growth Dublin;EUR;1.22;1.228;1.214;1.22;16/12/2019;UTC;62723;76563.044
UNITI;FR0012709160;ALUNT;Euronext Growth Paris;EUR;2.6;2.6;2.6;2.6;16/12/2019;CET;1;2.6
UPERGY;FR0010337865;ALUPG;Euronext Growth Paris;EUR;5.5;5.5;5.5;5.5;16/12/2019;CET;1;5.5
UTEXBEL;BE0017609521;-;Euronext Expert Market;EUR;91.05;91.05;91.05;91.05;20/10/2015;CET;84;7648.2
UV GERMI;FR0011898584;ALUVI;Euronext Growth Paris;EUR;4.2;4.2;4.2;4.2;16/12/2019;CET;313;1314.6
V LANSCHOT KEMPEN;NL0000302636;VLK;Euronext Amsterdam;EUR;22.05;22.25;21.9;22.2;16/12/2019;CET;59535;1316701.9
VAA VISTA ALEGRE;PTVAA0AM0019;VAF;Euronext Lisbon;EUR;1.32;1.32;1.32;1.32;17/12/2019;BST;538;710.16
VALBIOTIS;FR0013254851;ALVAL;Euronext Growth Paris;EUR;2.18;2.25;2.18;2.22;16/12/2019;CET;6013;13263.93
VALEO;FR0013176526;FR;Euronext Paris;EUR;33.88;33.98;33.32;33.4;16/12/2019;CET;994154;33229602.37
VALLOUREC;FR0000120354;VK;Euronext Paris;EUR;2.652;2.699;2.646;2.665;16/12/2019;CET;5798819;15509872.239
VALNEVA;FR0004056851;VLA;Euronext Paris;EUR;2.65;2.66;2.635;2.64;16/12/2019;CET;50019;132514.51
VALNEVA PREF;FR0011472943;VLAP;Euronext Paris;EUR;0.11;0.112;0.106;0.107;16/12/2019;CET;47421;5189.28
VALONEO;FR0012833770;MLVAL;Euronext Access Paris;EUR;14.3;14.3;14.3;14.3;25/09/2018;CET;10;143
VALUE8;NL0010661864;VALUE;Euronext Amsterdam;EUR;5.6;5.64;5.6;5.6;16/12/2019;CET;7449;41718.4
VALUE8 CUM PREF;NL0009875483;PREVA;Euronext Amsterdam;EUR;28.6;28.6;28.6;28.6;13/12/2019;CET;4;114.4
VAN DE VELDE;BE0003839561;VAN;Euronext Brussels;EUR;-;-;27.6;27.7;16/12/2019;CET;2206;61251.8
VASTNED;NL0000288918;VASTN;Euronext Amsterdam;EUR;26;26.6;25.6;26.55;16/12/2019;CET;123877;3225586.5
VASTNED RETAIL BEL;BE0003754687;VASTB;Euronext Brussels;EUR;44.6;45;44.6;45;16/12/2019;CET;672;30190.4
VDK BANK;BE0022780820;-;Euronext Expert Market;EUR;4100;4100;4100;4100;03/12/2019;CET;1;4100
VELCAN HOLDINGS;FR0010245803;ALVEL;Euronext Growth Paris;EUR;7.2;7.3;7.08;7.2;16/12/2019;CET;3257;23272.72
VENTE UNIQUE.COM;FR0010766667;ALVU;Euronext Growth Paris;EUR;4.19;4.49;4.19;4.34;16/12/2019;CET;9973;43464.54
VEOLIA ENVIRON.;FR0000124141;VIE;Euronext Paris;EUR;23.39;23.58;23.25;23.5;16/12/2019;CET;1639695;38454690.3
VEON;BMG9349W1038;VEON;Euronext Amsterdam;EUR;2.24;2.24;2.19;2.2;16/12/2019;CET;175935;391139.39
VERALLIA;FR0013447729;VRLA;Euronext Paris;EUR;30.5;30.56;30.12;30.5;16/12/2019;CET;21597;657777.15
VERGNET;FR0004155240;ALVER;Euronext Growth Paris;EUR;0.206;0.208;0.2;0.201;16/12/2019;CET;89559;18131.337
VERGNET BSA;FR0013328689;VERBS;Euronext Growth Paris;EUR;0.0005;0.0005;0.0005;0.0005;16/12/2019;CET;39;0.0195
VERIMATRIX;FR0010291245;VMX;Euronext Paris;EUR;1.908;1.92;1.864;1.87;16/12/2019;CET;132389;250077.148
VERIZON COMM.;US92343V1044;VERIZ;Traded not listed Brussels;USD;34.91;34.91;34.91;34.91;05/03/2012;CET;328;11450.48
VERNEUIL FINANCE;FR0000062465;VRNL;Euronext Paris;EUR;1.3;1.3;1.3;1.3;12/12/2019;CET;150;195
VERNEY CARRON;FR0006174496;MLVER;Euronext Access Paris;EUR;10.8;10.8;10.8;10.8;28/11/2019;CET;10;108
VETOQUINOL;FR0004186856;VETO;Euronext Paris;EUR;63;63.6;63;63.2;16/12/2019;CET;697;44095.6
VGP;BE0003878957;VGP;Euronext Brussels;EUR;88.4;89;88.4;89;16/12/2019;CET;2494;221577
VIALIFE;FR0010326090;ALVIA;Euronext Growth Paris;EUR;20;20;20;20;24/12/2018;CET;1;20
VICAT;FR0000031775;VCT;Euronext Paris;EUR;39.5;41.2;39.5;40.95;16/12/2019;CET;38566;1568022.7
VIDELIO;FR0000066680;VDLO;Euronext Paris;EUR;1.98;2.08;1.98;2.08;16/12/2019;CET;45556;92422.44
VIEL ET COMPAGNIE;FR0000050049;VIL;Euronext Paris;EUR;4.81;4.84;4.81;4.84;16/12/2019;CET;1715;8282.97
VILMORIN&CIE;FR0000052516;RIN;Euronext Paris;EUR;49;49;48.55;48.95;16/12/2019;CET;4439;216867.05
VINCI;FR0000125486;DG;Euronext Paris;EUR;98.82;99.44;98.78;99.22;16/12/2019;CET;868324;85910689.54
VIOHALCO;BE0974271034;VIO;Euronext Brussels;EUR;3.645;3.645;3.61;3.61;13/12/2019;CET;2329;8431.5
VIRBAC;FR0000031577;VIRP;Euronext Paris;EUR;225.5;226;222.5;225;16/12/2019;CET;5198;1168888.5
VISIATIV;FR0004029478;ALVIV;Euronext Growth Paris;EUR;24.1;24.25;23.95;24.15;16/12/2019;CET;10739;258127.35
VISIO NERF;FR0010033480;MLVIS;Euronext Access Paris;EUR;1.46;1.46;1.46;1.46;21/11/2019;CET;10;14.6
VISIODENT;FR0000065765;SDT;Euronext Paris;EUR;2.46;2.46;2.46;2.46;13/12/2019;CET;1;2.46
VISIOMED BSA18T2.3;FR0013365277;VMGBW;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
VISIOMED BSA18T2.4;FR0013372471;VMGBX;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
VISIOMED BSA2018-1;FR0013322724;VMGBS;Euronext Growth Paris;EUR;0.0042;0.005;0.0042;0.005;16/12/2019;CET;13374;56.2338
VISIOMED BSA2018-2;FR0013352317;VMGBU;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
VISIOMED BSA2018-3;FR0013356441;VMGBV;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
VISIOMED GROUP;FR0011067669;ALVMG;Euronext Growth Paris;EUR;0.0205;0.021;0.0202;0.0206;16/12/2019;CET;2995624;61966.5195
VISIOMEDBSA26OCT23;FR0013321817;VMGBT;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
VIVENDI;FR0000127771;VIV;Euronext Paris;EUR;25.31;25.46;25.24;25.43;16/12/2019;CET;2512022;63661827.37
VIVORYON;DE0007921835;VVY;Euronext Amsterdam;EUR;5.15;5.19;5.11;5.13;16/12/2019;CET;23820;122155.2
VOGO;FR0011532225;ALVGO;Euronext Growth Paris;EUR;10.35;10.7;10.35;10.4;16/12/2019;CET;1444;15116.05
VOLKERWESSELS;NL0012294466;KVW;Euronext Amsterdam;EUR;21.95;22;21.9;22;16/12/2019;CET;417919;9175127.05
VOLKSVERMOGEN;BE0947790037;-;Euronext Expert Market;EUR;1100;1100;1100;1100;10/12/2019;CET;2;2200
VOLKSWAGEN;DE0007664005;VWA;Traded not listed Brussels;EUR;180.15;180.45;178;179.15;16/12/2019;CET;1741;312094.45
VOLKSWAGEN PREF;DE0007664039;VWAP;Traded not listed Brussels;EUR;177.8;177.8;177.8;177.8;12/12/2019;CET;90;16002
VOLTA FINANCE;GG00B1GHHH78;VTA;Euronext Amsterdam;EUR;6.24;6.3;6.16;6.3;16/12/2019;CET;165712;1026965.24
VOLTALIA;FR0011995588;VLTSA;Euronext Paris;EUR;12.05;12.1;11.95;11.95;16/12/2019;CET;12097;145688.35
VOLUNTIS;FR0004183960;VTX;Euronext Paris;EUR;1.985;1.99;1.895;1.955;16/12/2019;CET;14884;28924.45
VOORUITZICHT;BE0020918638;-;Euronext Expert Market;EUR;1050;1050;1050;1050;24/11/2015;CET;51;53550
VOPAK;NL0009432491;VPK;Euronext Amsterdam;EUR;47.7;49.1;47.62;47.89;16/12/2019;CET;303267;14582247.86
VOYAGEURS DU MONDE;FR0004045847;ALVDM;Euronext Growth Paris;EUR;118.5;120.5;118;120.5;16/12/2019;CET;853;101796
VR EDUCATION HOLD.;IE00BG0HDR01;6VR;Euronext Growth Dublin;EUR;0.09;0.09;0.09;0.09;10/12/2019;UTC;7213;649.17
VRANKEN-POMMERY;FR0000062796;VRAP;Euronext Paris, Brussels;EUR;20.1;20.4;20.1;20.2;16/12/2019;CET;2058;41470
WALLIX;FR0010131409;ALLIX;Euronext Growth Paris;EUR;12.7;12.8;12.62;12.8;16/12/2019;CET;7685;97687.96
WAREHOUSES;BE0003734481;WEB;Euronext Brussels;EUR;58.5;59.5;58;59.5;16/12/2019;CET;1019;59625.5
WAVESTONE;FR0013357621;WAVE;Euronext Paris;EUR;25.3;26;24.7;24.7;16/12/2019;CET;8270;210275.6
WDP;BE0003763779;WDP;Euronext Brussels, Amsterdam;EUR;153;156.4;152.6;155.8;16/12/2019;CET;90049;13918336.8
WE.CONNECT;FR0013079092;ALWEC;Euronext Growth Paris;EUR;12.9;12.9;12.9;12.9;16/12/2019;CET;1;12.9
WEACCESS GROUP;FR0010688465;MLWEA;Euronext Access Paris;EUR;2;2.2;2;2.2;13/12/2019;CET;180;376
WEBORAMA;FR0010337444;ALWEB;Euronext Growth Paris;EUR;5.4;5.4;5.4;5.4;16/12/2019;CET;1623;8764.2
WEDIA;FR0010688440;ALWED;Euronext Growth Paris;EUR;23.3;23.3;23.3;23.3;16/12/2019;CET;21;489.3
WENDEL;FR0000121204;MF;Euronext Paris;EUR;121.2;122.7;121.2;121.6;16/12/2019;CET;85285;10377076.4
WERELDHAVE;NL0000289213;WHA;Euronext Amsterdam;EUR;20;20.22;20;20.2;16/12/2019;CET;142474;2872080.48
WERELDHAVE BELGIUM;BE0003724383;WEHB;Euronext Brussels;EUR;84;84.4;82.6;83.6;16/12/2019;CET;10602;882739.4
WEYA;FR0010768770;MLWEY;Euronext Access Paris;EUR;3.8;3.8;3.8;3.8;13/12/2019;CET;5;19
WEYVELD NOSSEGEM;BE0107958945;-;Euronext Expert Market;EUR;4700.01;4700.01;4700.01;4700.01;28/03/2017;CET;10;47000.1
WHITENI R CAJAL;ES0105399002;MLWRC;Euronext Access Paris;EUR;3;3;3;3;25/10/2019;CET;350;1050
WITBE;FR0013143872;ALWIT;Euronext Growth Paris;EUR;2.83;2.84;2.81;2.82;16/12/2019;CET;7745;21857.55
WOL. EXTENS. CERT;BE0003600112;WOLE;Euronext Brussels;EUR;32;32;32;32;11/12/2019;CET;3;96
WOL. SHOPPING CERT;BE0003571792;WOLS;Euronext Brussels;EUR;41.9;41.9;41.9;41.9;16/12/2019;CET;80;3352
WOLTERS KLUWER;NL0000395903;WKL;Euronext Amsterdam;EUR;63.66;64.76;63.4;64.08;16/12/2019;CET;555225;35652046.06
WORLDLINE;FR0011981968;WLN;Euronext Paris;EUR;60.45;61.8;60.45;61.55;16/12/2019;CET;435116;26691379.7
X-FAB;BE0974310428;XFAB;Euronext Paris;EUR;3.9;4.1;3.9;4.075;16/12/2019;CET;86568;348845.575
XILAM ANIMATION;FR0004034072;XIL;Euronext Paris;EUR;44.45;44.5;43.7;43.7;16/12/2019;CET;3279;143993.8
XIOR;BE0974288202;XIOR;Euronext Brussels;EUR;53;53;51.9;52;16/12/2019;CET;20432;1069815.7
XPO LOGISTICS;FR0000052870;XPO;Euronext Paris;EUR;264;264;260;260;13/12/2019;CET;19;4992
YATRA;JE00B1FBT077;YATRA;Euronext Amsterdam;EUR;3.94;3.94;3.94;3.94;13/12/2019;CET;171;673.74
YEW GROVE REIT PLC;IE00BDT5KP12;YEW;Euronext Growth Dublin;EUR;0.99;0.99;0.99;0.99;13/12/2019;UTC;10260;10157.4
YMAGIS;FR0011471291;MAGIS;Euronext Paris;EUR;1.59;1.65;1.46;1.535;16/12/2019;CET;88939;138593.095
ZCCM;ZM0000000037;MLZAM;Euronext Access Paris;EUR;0.6;0.6;0.6;0.6;16/12/2019;CET;1;0.6
ZCI LIMITED;BMG9887P1068;CV;Euronext Paris;EUR;0.17;0.2;0.17;0.2;04/08/2015;CET;21826;3755.94
ZENITEL;BE0974311434;ZENT;Euronext Brussels;EUR;14.7;14.7;14.5;14.5;16/12/2019;CET;680;9936
ZENOBE GRAMME CERT;BE0003809267;ZEN;Euronext Brussels;EUR;199;199;191;191;16/12/2019;CET;73;14423
